"actual","forecast","lower_80","upper_80","lower_95","upper_95"
0.649,0.623162065702579,0.593328824045744,0.652995307359415,0.577536059881557,0.668788071523601
0.734,0.623358312751394,0.565878657924429,0.68083796757836,0.535450766669336,0.711265858833453
0.835,0.6210480015984,0.535684097176942,0.706411906019857,0.490495175833112,0.751600827363687
0.942,0.617472474283252,0.504231476678738,0.730713471887766,0.444285313621546,0.790659634944958
0.995,0.613258313508161,0.472055278512075,0.754461348504247,0.397306906993769,0.829209720022553
1.018,0.608721794618812,0.439309654694839,0.778133934542786,0.349628285062101,0.867815304175524
1.028,0.604022561496112,0.406006019258578,0.802039103733646,0.301182393715743,0.90686272927648
1.019,0.599241196357605,0.372109996480993,0.826372396234218,0.251874002175019,0.946608390540191
