sheet_name,row_number,series_label,period,value
Summary 3,40,5 < 7.5% in arrears Per cent,2025-Q4,0.163
Summary 3,41,7.5 < 10% in arrears Per cent,2007-Q1,0.087
Summary 3,41,7.5 < 10% in arrears Per cent,2007-Q2,0.089
Summary 3,41,7.5 < 10% in arrears Per cent,2007-Q3,0.094
Summary 3,41,7.5 < 10% in arrears Per cent,2007-Q4,0.099
Summary 3,41,7.5 < 10% in arrears Per cent,2008-Q1,0.101
Summary 3,41,7.5 < 10% in arrears Per cent,2008-Q2,0.106
Summary 3,41,7.5 < 10% in arrears Per cent,2008-Q3,0.114
Summary 3,41,7.5 < 10% in arrears Per cent,2008-Q4,0.131
Summary 3,41,7.5 < 10% in arrears Per cent,2009-Q1,0.149
Summary 3,41,7.5 < 10% in arrears Per cent,2009-Q2,0.159
Summary 3,41,7.5 < 10% in arrears Per cent,2009-Q3,0.164
Summary 3,41,7.5 < 10% in arrears Per cent,2009-Q4,0.166
Summary 3,41,7.5 < 10% in arrears Per cent,2010-Q1,0.168
Summary 3,41,7.5 < 10% in arrears Per cent,2010-Q2,0.168
Summary 3,41,7.5 < 10% in arrears Per cent,2010-Q3,0.164
Summary 3,41,7.5 < 10% in arrears Per cent,2010-Q4,0.165
Summary 3,41,7.5 < 10% in arrears Per cent,2011-Q1,0.159
Summary 3,41,7.5 < 10% in arrears Per cent,2011-Q2,0.154
Summary 3,41,7.5 < 10% in arrears Per cent,2011-Q3,0.149
Summary 3,41,7.5 < 10% in arrears Per cent,2011-Q4,0.141
Summary 3,41,7.5 < 10% in arrears Per cent,2012-Q1,0.135
Summary 3,41,7.5 < 10% in arrears Per cent,2012-Q2,0.128
Summary 3,41,7.5 < 10% in arrears Per cent,2012-Q3,0.131
Summary 3,41,7.5 < 10% in arrears Per cent,2012-Q4,0.136
Summary 3,41,7.5 < 10% in arrears Per cent,2013-Q1,0.136
Summary 3,41,7.5 < 10% in arrears Per cent,2013-Q2,0.135
Summary 3,41,7.5 < 10% in arrears Per cent,2013-Q3,0.132
Summary 3,41,7.5 < 10% in arrears Per cent,2013-Q4,0.127
Summary 3,41,7.5 < 10% in arrears Per cent,2014-Q1,0.123
Summary 3,41,7.5 < 10% in arrears Per cent,2014-Q2,0.116
Summary 3,41,7.5 < 10% in arrears Per cent,2014-Q3,0.112
Summary 3,41,7.5 < 10% in arrears Per cent,2014-Q4,0.105
Summary 3,41,7.5 < 10% in arrears Per cent,2015-Q1,0.103
Summary 3,41,7.5 < 10% in arrears Per cent,2015-Q2,0.106
Summary 3,41,7.5 < 10% in arrears Per cent,2015-Q3,0.101
Summary 3,41,7.5 < 10% in arrears Per cent,2015-Q4,0.101
Summary 3,41,7.5 < 10% in arrears Per cent,2016-Q1,0.104
Summary 3,41,7.5 < 10% in arrears Per cent,2016-Q2,0.111
Summary 3,41,7.5 < 10% in arrears Per cent,2016-Q3,0.108
Summary 3,41,7.5 < 10% in arrears Per cent,2016-Q4,0.107
Summary 3,41,7.5 < 10% in arrears Per cent,2017-Q1,0.105
Summary 3,41,7.5 < 10% in arrears Per cent,2017-Q2,0.101
Summary 3,41,7.5 < 10% in arrears Per cent,2017-Q3,0.098
Summary 3,41,7.5 < 10% in arrears Per cent,2017-Q4,0.095
Summary 3,41,7.5 < 10% in arrears Per cent,2018-Q1,0.093
Summary 3,41,7.5 < 10% in arrears Per cent,2018-Q2,0.089
Summary 3,41,7.5 < 10% in arrears Per cent,2018-Q3,0.089
Summary 3,41,7.5 < 10% in arrears Per cent,2018-Q4,0.089
Summary 3,41,7.5 < 10% in arrears Per cent,2019-Q1,0.087
Summary 3,41,7.5 < 10% in arrears Per cent,2019-Q2,0.086
Summary 3,41,7.5 < 10% in arrears Per cent,2019-Q3,0.082
Summary 3,41,7.5 < 10% in arrears Per cent,2019-Q4,0.082
Summary 3,41,7.5 < 10% in arrears Per cent,2020-Q1,0.084
Summary 3,41,7.5 < 10% in arrears Per cent,2020-Q2,0.087
Summary 3,41,7.5 < 10% in arrears Per cent,2020-Q3,0.092
Summary 3,41,7.5 < 10% in arrears Per cent,2020-Q4,0.095
Summary 3,41,7.5 < 10% in arrears Per cent,2021-Q1,0.096
Summary 3,41,7.5 < 10% in arrears Per cent,2021-Q2,0.093
Summary 3,41,7.5 < 10% in arrears Per cent,2021-Q3,0.09
Summary 3,41,7.5 < 10% in arrears Per cent,2021-Q4,0.088
Summary 3,41,7.5 < 10% in arrears Per cent,2022-Q1,0.086
Summary 3,41,7.5 < 10% in arrears Per cent,2022-Q2,0.084
Summary 3,41,7.5 < 10% in arrears Per cent,2022-Q3,0.08
Summary 3,41,7.5 < 10% in arrears Per cent,2022-Q4,0.082
Summary 3,41,7.5 < 10% in arrears Per cent,2023-Q1,0.083
Summary 3,41,7.5 < 10% in arrears Per cent,2023-Q2,0.086
Summary 3,41,7.5 < 10% in arrears Per cent,2023-Q3,0.095
Summary 3,41,7.5 < 10% in arrears Per cent,2023-Q4,0.108
Summary 3,41,7.5 < 10% in arrears Per cent,2024-Q1,0.117
Summary 3,41,7.5 < 10% in arrears Per cent,2024-Q2,0.124
Summary 3,41,7.5 < 10% in arrears Per cent,2024-Q3,0.125
Summary 3,41,7.5 < 10% in arrears Per cent,2024-Q4,0.122
Summary 3,41,7.5 < 10% in arrears Per cent,2025-Q1,0.117
Summary 3,41,7.5 < 10% in arrears Per cent,2025-Q2,0.112
Summary 3,41,7.5 < 10% in arrears Per cent,2025-Q3,0.108
Summary 3,41,7.5 < 10% in arrears Per cent,2025-Q4,0.103
Summary 3,42,10 % or more in arrears Per cent,2007-Q1,0.188
Summary 3,42,10 % or more in arrears Per cent,2007-Q2,0.18
Summary 3,42,10 % or more in arrears Per cent,2007-Q3,0.187
Summary 3,42,10 % or more in arrears Per cent,2007-Q4,0.197
Summary 3,42,10 % or more in arrears Per cent,2008-Q1,0.203
Summary 3,42,10 % or more in arrears Per cent,2008-Q2,0.209
Summary 3,42,10 % or more in arrears Per cent,2008-Q3,0.223
Summary 3,42,10 % or more in arrears Per cent,2008-Q4,0.246
Summary 3,42,10 % or more in arrears Per cent,2009-Q1,0.275
Summary 3,42,10 % or more in arrears Per cent,2009-Q2,0.291
Summary 3,42,10 % or more in arrears Per cent,2009-Q3,0.303
Summary 3,42,10 % or more in arrears Per cent,2009-Q4,0.311
Summary 3,42,10 % or more in arrears Per cent,2010-Q1,0.326
Summary 3,42,10 % or more in arrears Per cent,2010-Q2,0.338
Summary 3,42,10 % or more in arrears Per cent,2010-Q3,0.358
Summary 3,42,10 % or more in arrears Per cent,2010-Q4,0.373
Summary 3,42,10 % or more in arrears Per cent,2011-Q1,0.378
Summary 3,42,10 % or more in arrears Per cent,2011-Q2,0.38
Summary 3,42,10 % or more in arrears Per cent,2011-Q3,0.379
Summary 3,42,10 % or more in arrears Per cent,2011-Q4,0.351
Summary 3,42,10 % or more in arrears Per cent,2012-Q1,0.334
Summary 3,42,10 % or more in arrears Per cent,2012-Q2,0.329
Summary 3,42,10 % or more in arrears Per cent,2012-Q3,0.337
Summary 3,42,10 % or more in arrears Per cent,2012-Q4,0.357
Summary 3,42,10 % or more in arrears Per cent,2013-Q1,0.363
Summary 3,42,10 % or more in arrears Per cent,2013-Q2,0.362
Summary 3,42,10 % or more in arrears Per cent,2013-Q3,0.351
Summary 3,42,10 % or more in arrears Per cent,2013-Q4,0.337
Summary 3,42,10 % or more in arrears Per cent,2014-Q1,0.333
Summary 3,42,10 % or more in arrears Per cent,2014-Q2,0.315
Summary 3,42,10 % or more in arrears Per cent,2014-Q3,0.315
Summary 3,42,10 % or more in arrears Per cent,2014-Q4,0.309
Summary 3,42,10 % or more in arrears Per cent,2015-Q1,0.304
Summary 3,42,10 % or more in arrears Per cent,2015-Q2,0.328
Summary 3,42,10 % or more in arrears Per cent,2015-Q3,0.303
Summary 3,42,10 % or more in arrears Per cent,2015-Q4,0.309
Summary 3,42,10 % or more in arrears Per cent,2016-Q1,0.33
Summary 3,42,10 % or more in arrears Per cent,2016-Q2,0.396
Summary 3,42,10 % or more in arrears Per cent,2016-Q3,0.432
Summary 3,42,10 % or more in arrears Per cent,2016-Q4,0.444
Summary 3,42,10 % or more in arrears Per cent,2017-Q1,0.442
Summary 3,42,10 % or more in arrears Per cent,2017-Q2,0.435
Summary 3,42,10 % or more in arrears Per cent,2017-Q3,0.426
Summary 3,42,10 % or more in arrears Per cent,2017-Q4,0.419
Summary 3,42,10 % or more in arrears Per cent,2018-Q1,0.407
Summary 3,42,10 % or more in arrears Per cent,2018-Q2,0.451
Summary 3,42,10 % or more in arrears Per cent,2018-Q3,0.453
Summary 3,42,10 % or more in arrears Per cent,2018-Q4,0.447
Summary 3,42,10 % or more in arrears Per cent,2019-Q1,0.443
Summary 3,42,10 % or more in arrears Per cent,2019-Q2,0.444
Summary 3,42,10 % or more in arrears Per cent,2019-Q3,0.43
Summary 3,42,10 % or more in arrears Per cent,2019-Q4,0.418
Summary 3,42,10 % or more in arrears Per cent,2020-Q1,0.418
Summary 3,42,10 % or more in arrears Per cent,2020-Q2,0.431
Summary 3,42,10 % or more in arrears Per cent,2020-Q3,0.439
Summary 3,42,10 % or more in arrears Per cent,2020-Q4,0.45
Summary 3,42,10 % or more in arrears Per cent,2021-Q1,0.458
Summary 3,42,10 % or more in arrears Per cent,2021-Q2,0.459
Summary 3,42,10 % or more in arrears Per cent,2021-Q3,0.452
Summary 3,42,10 % or more in arrears Per cent,2021-Q4,0.442
Summary 3,42,10 % or more in arrears Per cent,2022-Q1,0.448
Summary 3,42,10 % or more in arrears Per cent,2022-Q2,0.441
Summary 3,42,10 % or more in arrears Per cent,2022-Q3,0.417
Summary 3,42,10 % or more in arrears Per cent,2022-Q4,0.411
Summary 3,42,10 % or more in arrears Per cent,2023-Q1,0.398
Summary 3,42,10 % or more in arrears Per cent,2023-Q2,0.399
Summary 3,42,10 % or more in arrears Per cent,2023-Q3,0.413
Summary 3,42,10 % or more in arrears Per cent,2023-Q4,0.428
Summary 3,42,10 % or more in arrears Per cent,2024-Q1,0.443
Summary 3,42,10 % or more in arrears Per cent,2024-Q2,0.456
Summary 3,42,10 % or more in arrears Per cent,2024-Q3,0.468
Summary 3,42,10 % or more in arrears Per cent,2024-Q4,0.472
Summary 3,42,10 % or more in arrears Per cent,2025-Q1,0.47
Summary 3,42,10 % or more in arrears Per cent,2025-Q2,0.466
Summary 3,42,10 % or more in arrears Per cent,2025-Q3,0.45
Summary 3,42,10 % or more in arrears Per cent,2025-Q4,0.446
Summary 3,43,In possession Per cent,2007-Q1,0.081
Summary 3,43,In possession Per cent,2007-Q2,0.081
Summary 3,43,In possession Per cent,2007-Q3,0.083
Summary 3,43,In possession Per cent,2007-Q4,0.1
Summary 3,43,In possession Per cent,2008-Q1,0.114
Summary 3,43,In possession Per cent,2008-Q2,0.137
Summary 3,43,In possession Per cent,2008-Q3,0.176
Summary 3,43,In possession Per cent,2008-Q4,0.182
Summary 3,43,In possession Per cent,2009-Q1,0.19
Summary 3,43,In possession Per cent,2009-Q2,0.163
Summary 3,43,In possession Per cent,2009-Q3,0.15
Summary 3,43,In possession Per cent,2009-Q4,0.126
Summary 3,43,In possession Per cent,2010-Q1,0.118
Summary 3,43,In possession Per cent,2010-Q2,0.11
Summary 3,43,In possession Per cent,2010-Q3,0.108
Summary 3,43,In possession Per cent,2010-Q4,0.102
Summary 3,43,In possession Per cent,2011-Q1,0.106
Summary 3,43,In possession Per cent,2011-Q2,0.108
Summary 3,43,In possession Per cent,2011-Q3,0.107
Summary 3,43,In possession Per cent,2011-Q4,0.103
Summary 3,43,In possession Per cent,2012-Q1,0.103
Summary 3,43,In possession Per cent,2012-Q2,0.1
Summary 3,43,In possession Per cent,2012-Q3,0.099
Summary 3,43,In possession Per cent,2012-Q4,0.093
Summary 3,43,In possession Per cent,2013-Q1,0.092
Summary 3,43,In possession Per cent,2013-Q2,0.086
Summary 3,43,In possession Per cent,2013-Q3,0.081
Summary 3,43,In possession Per cent,2013-Q4,0.072
Summary 3,43,In possession Per cent,2014-Q1,0.075
Summary 3,43,In possession Per cent,2014-Q2,0.072
Summary 3,43,In possession Per cent,2014-Q3,0.067
Summary 3,43,In possession Per cent,2014-Q4,0.058
Summary 3,43,In possession Per cent,2015-Q1,0.048
Summary 3,43,In possession Per cent,2015-Q2,0.039
Summary 3,43,In possession Per cent,2015-Q3,0.038
Summary 3,43,In possession Per cent,2015-Q4,0.034
Summary 3,43,In possession Per cent,2016-Q1,0.033
Summary 3,43,In possession Per cent,2016-Q2,0.032
Summary 3,43,In possession Per cent,2016-Q3,0.03
Summary 3,43,In possession Per cent,2016-Q4,0.029
Summary 3,43,In possession Per cent,2017-Q1,0.029
Summary 3,43,In possession Per cent,2017-Q2,0.028
Summary 3,43,In possession Per cent,2017-Q3,0.029
Summary 3,43,In possession Per cent,2017-Q4,0.027
Summary 3,43,In possession Per cent,2018-Q1,0.028
Summary 3,43,In possession Per cent,2018-Q2,0.025
Summary 3,43,In possession Per cent,2018-Q3,0.025
Summary 3,43,In possession Per cent,2018-Q4,0.025
Summary 3,43,In possession Per cent,2019-Q1,0.029
Summary 3,43,In possession Per cent,2019-Q2,0.029
Summary 3,43,In possession Per cent,2019-Q3,0.032
Summary 3,43,In possession Per cent,2019-Q4,0.031
Summary 3,43,In possession Per cent,2020-Q1,0.03
Summary 3,43,In possession Per cent,2020-Q2,0.024
Summary 3,43,In possession Per cent,2020-Q3,0.017
Summary 3,43,In possession Per cent,2020-Q4,0.014
Summary 3,43,In possession Per cent,2021-Q1,0.012
Summary 3,43,In possession Per cent,2021-Q2,0.012
Summary 3,43,In possession Per cent,2021-Q3,0.014
Summary 3,43,In possession Per cent,2021-Q4,0.016
Summary 3,43,In possession Per cent,2022-Q1,0.019
Summary 3,43,In possession Per cent,2022-Q2,0.022
Summary 3,43,In possession Per cent,2022-Q3,0.024
Summary 3,43,In possession Per cent,2022-Q4,0.025
Summary 3,43,In possession Per cent,2023-Q1,0.027
Summary 3,43,In possession Per cent,2023-Q2,0.037
Summary 3,43,In possession Per cent,2023-Q3,0.038
Summary 3,43,In possession Per cent,2023-Q4,0.041
Summary 3,43,In possession Per cent,2024-Q1,0.047
Summary 3,43,In possession Per cent,2024-Q2,0.051
Summary 3,43,In possession Per cent,2024-Q3,0.054
Summary 3,43,In possession Per cent,2024-Q4,0.057
Summary 3,43,In possession Per cent,2025-Q1,0.061
Summary 3,43,In possession Per cent,2025-Q2,0.069
Summary 3,43,In possession Per cent,2025-Q3,0.073
Summary 3,43,In possession Per cent,2025-Q4,0.075
Summary 3,44,TOTAL Per cent,2007-Q1,1.719
Summary 3,44,TOTAL Per cent,2007-Q2,1.727
Summary 3,44,TOTAL Per cent,2007-Q3,1.768
Summary 3,44,TOTAL Per cent,2007-Q4,1.861
Summary 3,44,TOTAL Per cent,2008-Q1,1.918
Summary 3,44,TOTAL Per cent,2008-Q2,1.984
Summary 3,44,TOTAL Per cent,2008-Q3,2.179
Summary 3,44,TOTAL Per cent,2008-Q4,2.425
Summary 3,44,TOTAL Per cent,2009-Q1,2.606
Summary 3,44,TOTAL Per cent,2009-Q2,2.581
Summary 3,44,TOTAL Per cent,2009-Q3,2.513
Summary 3,44,TOTAL Per cent,2009-Q4,2.407
Summary 3,44,TOTAL Per cent,2010-Q1,2.353
Summary 3,44,TOTAL Per cent,2010-Q2,2.295
Summary 3,44,TOTAL Per cent,2010-Q3,2.239
Summary 3,44,TOTAL Per cent,2010-Q4,2.264
Summary 3,44,TOTAL Per cent,2011-Q1,2.237
Summary 3,44,TOTAL Per cent,2011-Q2,2.209
Summary 3,44,TOTAL Per cent,2011-Q3,2.152
Summary 3,44,TOTAL Per cent,2011-Q4,2.086
Summary 3,44,TOTAL Per cent,2012-Q1,2.022
Summary 3,44,TOTAL Per cent,2012-Q2,1.979
Summary 3,44,TOTAL Per cent,2012-Q3,2.013
Summary 3,44,TOTAL Per cent,2012-Q4,2.085
Summary 3,44,TOTAL Per cent,2013-Q1,2.133
Summary 3,44,TOTAL Per cent,2013-Q2,2.085
Summary 3,44,TOTAL Per cent,2013-Q3,2.003
Summary 3,44,TOTAL Per cent,2013-Q4,1.914
Summary 3,44,TOTAL Per cent,2014-Q1,1.867
Summary 3,44,TOTAL Per cent,2014-Q2,1.769
Summary 3,44,TOTAL Per cent,2014-Q3,1.697
Summary 3,44,TOTAL Per cent,2014-Q4,1.631
Summary 3,44,TOTAL Per cent,2015-Q1,1.577
Summary 3,44,TOTAL Per cent,2015-Q2,1.572
Summary 3,44,TOTAL Per cent,2015-Q3,1.494
Summary 3,44,TOTAL Per cent,2015-Q4,1.471
Summary 3,44,TOTAL Per cent,2016-Q1,1.507
Summary 3,44,TOTAL Per cent,2016-Q2,1.589
Summary 3,44,TOTAL Per cent,2016-Q3,1.576
Summary 3,44,TOTAL Per cent,2016-Q4,1.569
Summary 3,44,TOTAL Per cent,2017-Q1,1.513
Summary 3,44,TOTAL Per cent,2017-Q2,1.462
Summary 3,44,TOTAL Per cent,2017-Q3,1.422
Summary 3,44,TOTAL Per cent,2017-Q4,1.4
Summary 3,44,TOTAL Per cent,2018-Q1,1.375
Summary 3,44,TOTAL Per cent,2018-Q2,1.367
Summary 3,44,TOTAL Per cent,2018-Q3,1.378
Summary 3,44,TOTAL Per cent,2018-Q4,1.366
Summary 3,44,TOTAL Per cent,2019-Q1,1.357
Summary 3,44,TOTAL Per cent,2019-Q2,1.344
Summary 3,44,TOTAL Per cent,2019-Q3,1.29
Summary 3,44,TOTAL Per cent,2019-Q4,1.27
Summary 3,44,TOTAL Per cent,2020-Q1,1.286
Summary 3,44,TOTAL Per cent,2020-Q2,1.281
Summary 3,44,TOTAL Per cent,2020-Q3,1.255
Summary 3,44,TOTAL Per cent,2020-Q4,1.274
Summary 3,44,TOTAL Per cent,2021-Q1,1.273
Summary 3,44,TOTAL Per cent,2021-Q2,1.225
Summary 3,44,TOTAL Per cent,2021-Q3,1.184
Summary 3,44,TOTAL Per cent,2021-Q4,1.156
Summary 3,44,TOTAL Per cent,2022-Q1,1.145
Summary 3,44,TOTAL Per cent,2022-Q2,1.137
Summary 3,44,TOTAL Per cent,2022-Q3,1.108
Summary 3,44,TOTAL Per cent,2022-Q4,1.146
Summary 3,44,TOTAL Per cent,2023-Q1,1.189
Summary 3,44,TOTAL Per cent,2023-Q2,1.265
Summary 3,44,TOTAL Per cent,2023-Q3,1.383
Summary 3,44,TOTAL Per cent,2023-Q4,1.469
Summary 3,44,TOTAL Per cent,2024-Q1,1.491
Summary 3,44,TOTAL Per cent,2024-Q2,1.498
Summary 3,44,TOTAL Per cent,2024-Q3,1.477
Summary 3,44,TOTAL Per cent,2024-Q4,1.459
Summary 3,44,TOTAL Per cent,2025-Q1,1.447
Summary 3,44,TOTAL Per cent,2025-Q2,1.427
Summary 3,44,TOTAL Per cent,2025-Q3,1.377
Summary 3,44,TOTAL Per cent,2025-Q4,1.373
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2007-Q1,1.13
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2007-Q2,1.138
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2007-Q3,1.173
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2007-Q4,1.24
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2008-Q1,1.291
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2008-Q2,1.346
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2008-Q3,1.493
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2008-Q4,1.673
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2009-Q1,1.837
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2009-Q2,1.84
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2009-Q3,1.813
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2009-Q4,1.747
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2010-Q1,1.72
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2010-Q2,1.683
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2010-Q3,1.647
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2010-Q4,1.659
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2011-Q1,1.643
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2011-Q2,1.619
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2011-Q3,1.576
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2011-Q4,1.517
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2012-Q1,1.46
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2012-Q2,1.419
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2012-Q3,1.443
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2012-Q4,1.496
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2013-Q1,1.522
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2013-Q2,1.492
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2013-Q3,1.438
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2013-Q4,1.37
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2014-Q1,1.337
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2014-Q2,1.267
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2014-Q3,1.215
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2014-Q4,1.166
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2015-Q1,1.132
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2015-Q2,1.143
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2015-Q3,1.079
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2015-Q4,1.068
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2016-Q1,1.097
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2016-Q2,1.183
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2016-Q3,1.187
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2016-Q4,1.191
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2017-Q1,1.158
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2017-Q2,1.124
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2017-Q3,1.09
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2017-Q4,1.072
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2018-Q1,1.05
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2018-Q2,1.063
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2018-Q3,1.07
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2018-Q4,1.059
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2019-Q1,1.051
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2019-Q2,1.045
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2019-Q3,1.007
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2019-Q4,0.987
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2020-Q1,0.993
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2020-Q2,1.008
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2020-Q3,1.004
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2020-Q4,1.014
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2021-Q1,1.022
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2021-Q2,0.997
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2021-Q3,0.968
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2021-Q4,0.943
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2022-Q1,0.937
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2022-Q2,0.927
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2022-Q3,0.895
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2022-Q4,0.911
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2023-Q1,0.931
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2023-Q2,0.988
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2023-Q3,1.083
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2023-Q4,1.162
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2024-Q1,1.192
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2024-Q2,1.202
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2024-Q3,1.194
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2024-Q4,1.181
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2025-Q1,1.171
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2025-Q2,1.156
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2025-Q3,1.118
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2025-Q4,1.11
Summary 3,50,New possessions in quarter Units,2007-Q1,6472.0
Summary 3,50,New possessions in quarter Units,2007-Q2,6464.0
Summary 3,50,New possessions in quarter Units,2007-Q3,6838.0
Summary 3,50,New possessions in quarter Units,2007-Q4,8135.0
Summary 3,50,New possessions in quarter Units,2008-Q1,9174.0
Summary 3,50,New possessions in quarter Units,2008-Q2,11074.0
Summary 3,50,New possessions in quarter Units,2008-Q3,13462.0
Summary 3,50,New possessions in quarter Units,2008-Q4,13236.0
Summary 3,50,New possessions in quarter Units,2009-Q1,14838.0
Summary 3,50,New possessions in quarter Units,2009-Q2,13225.0
Summary 3,50,New possessions in quarter Units,2009-Q3,13417.0
Summary 3,50,New possessions in quarter Units,2009-Q4,11483.0
Summary 3,50,New possessions in quarter Units,2010-Q1,10447.0
Summary 3,50,New possessions in quarter Units,2010-Q2,9990.0
Summary 3,50,New possessions in quarter Units,2010-Q3,9134.0
Summary 3,50,New possessions in quarter Units,2010-Q4,8246.0
Summary 3,50,New possessions in quarter Units,2011-Q1,9615.0
Summary 3,50,New possessions in quarter Units,2011-Q2,9510.0
Summary 3,50,New possessions in quarter Units,2011-Q3,9674.0
Summary 3,50,New possessions in quarter Units,2011-Q4,8924.0
Summary 3,50,New possessions in quarter Units,2012-Q1,9531.0
Summary 3,50,New possessions in quarter Units,2012-Q2,8695.0
Summary 3,50,New possessions in quarter Units,2012-Q3,8521.0
Summary 3,50,New possessions in quarter Units,2012-Q4,7792.0
Summary 3,50,New possessions in quarter Units,2013-Q1,8109.0
Summary 3,50,New possessions in quarter Units,2013-Q2,7760.0
Summary 3,50,New possessions in quarter Units,2013-Q3,7328.0
Summary 3,50,New possessions in quarter Units,2013-Q4,6118.0
Summary 3,50,New possessions in quarter Units,2014-Q1,6658.0
Summary 3,50,New possessions in quarter Units,2014-Q2,5713.0
Summary 3,50,New possessions in quarter Units,2014-Q3,5148.0
Summary 3,50,New possessions in quarter Units,2014-Q4,4134.0
Summary 3,50,New possessions in quarter Units,2015-Q1,3157.0
Summary 3,50,New possessions in quarter Units,2015-Q2,2671.0
Summary 3,50,New possessions in quarter Units,2015-Q3,2881.0
Summary 3,50,New possessions in quarter Units,2015-Q4,2418.0
Summary 3,50,New possessions in quarter Units,2016-Q1,2575.0
Summary 3,50,New possessions in quarter Units,2016-Q2,2307.0
Summary 3,50,New possessions in quarter Units,2016-Q3,2145.0
Summary 3,50,New possessions in quarter Units,2016-Q4,2138.0
