sheet_name,row_number,series_label,period,value,variable
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2022-Q3,0.895,serious_arrears_rate_pct
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2022-Q4,0.911,serious_arrears_rate_pct
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2023-Q1,0.931,serious_arrears_rate_pct
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2023-Q2,0.988,serious_arrears_rate_pct
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2023-Q3,1.083,serious_arrears_rate_pct
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2023-Q4,1.162,serious_arrears_rate_pct
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2024-Q1,1.192,serious_arrears_rate_pct
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2024-Q2,1.202,serious_arrears_rate_pct
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2024-Q3,1.194,serious_arrears_rate_pct
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2024-Q4,1.181,serious_arrears_rate_pct
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2025-Q1,1.171,serious_arrears_rate_pct
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2025-Q2,1.156,serious_arrears_rate_pct
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2025-Q3,1.118,serious_arrears_rate_pct
Summary 3,45,Total (exc 1.5 < 2.5% band) Per cent,2025-Q4,1.11,serious_arrears_rate_pct
Summary 3,50,New possessions in quarter Units,2007-Q1,6472.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2007-Q2,6464.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2007-Q3,6838.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2007-Q4,8135.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2008-Q1,9174.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2008-Q2,11074.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2008-Q3,13462.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2008-Q4,13236.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2009-Q1,14838.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2009-Q2,13225.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2009-Q3,13417.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2009-Q4,11483.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2010-Q1,10447.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2010-Q2,9990.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2010-Q3,9134.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2010-Q4,8246.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2011-Q1,9615.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2011-Q2,9510.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2011-Q3,9674.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2011-Q4,8924.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2012-Q1,9531.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2012-Q2,8695.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2012-Q3,8521.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2012-Q4,7792.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2013-Q1,8109.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2013-Q2,7760.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2013-Q3,7328.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2013-Q4,6118.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2014-Q1,6658.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2014-Q2,5713.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2014-Q3,5148.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2014-Q4,4134.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2015-Q1,3157.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2015-Q2,2671.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2015-Q3,2881.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2015-Q4,2418.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2016-Q1,2575.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2016-Q2,2307.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2016-Q3,2145.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2016-Q4,2138.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2017-Q1,2283.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2017-Q2,1982.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2017-Q3,2235.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2017-Q4,1953.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2018-Q1,2107.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2018-Q2,1830.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2018-Q3,1809.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2018-Q4,1847.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2019-Q1,2209.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2019-Q2,2081.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2019-Q3,2351.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2019-Q4,2185.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2020-Q1,1773.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2020-Q2,249.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2020-Q3,378.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2020-Q4,435.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2021-Q1,380.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2021-Q2,539.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2021-Q3,863.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2021-Q4,848.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2022-Q1,1147.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2022-Q2,1353.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2022-Q3,1650.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2022-Q4,1242.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2023-Q1,1475.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2023-Q2,1488.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2023-Q3,1425.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2023-Q4,1459.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2024-Q1,2098.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2024-Q2,1983.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2024-Q3,2073.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2024-Q4,2055.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2025-Q1,2315.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2025-Q2,2439.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2025-Q3,2482.0,new_possessions_units
Summary 3,50,New possessions in quarter Units,2025-Q4,2182.0,new_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2007-Q1,12143.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2007-Q2,12581.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2007-Q3,12836.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2007-Q4,15505.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2008-Q1,17802.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2008-Q2,21360.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2008-Q3,27548.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2008-Q4,28241.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2009-Q1,29146.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2009-Q2,25052.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2009-Q3,23082.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2009-Q4,19426.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2010-Q1,18107.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2010-Q2,16921.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2010-Q3,16575.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2010-Q4,15468.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2011-Q1,16020.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2011-Q2,16262.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2011-Q3,16182.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2011-Q4,15457.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2012-Q1,15385.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2012-Q2,14953.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2012-Q3,14889.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2012-Q4,13321.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2013-Q1,12855.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2013-Q2,12018.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2013-Q3,11318.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2013-Q4,9956.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2014-Q1,10164.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2014-Q2,9730.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2014-Q3,9076.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2014-Q4,7758.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2015-Q1,6426.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2015-Q2,5249.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2015-Q3,5084.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2015-Q4,4473.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2016-Q1,4379.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2016-Q2,4239.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2016-Q3,4081.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2016-Q4,3904.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2017-Q1,3893.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2017-Q2,3746.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2017-Q3,3952.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2017-Q4,3650.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2018-Q1,3768.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2018-Q2,3413.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2018-Q3,3402.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2018-Q4,3413.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2019-Q1,3846.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2019-Q2,3930.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2019-Q3,4337.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2019-Q4,4214.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2020-Q1,3972.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2020-Q2,3169.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2020-Q3,2288.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2020-Q4,1933.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2021-Q1,1583.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2021-Q2,1587.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2021-Q3,1932.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2021-Q4,2073.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2022-Q1,2485.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2022-Q2,2866.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2022-Q3,3197.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2022-Q4,3247.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2023-Q1,3596.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2023-Q2,4818.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2023-Q3,4899.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2023-Q4,5236.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2024-Q1,6032.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2024-Q2,6483.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2024-Q3,6798.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2024-Q4,7123.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2025-Q1,7670.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2025-Q2,8681.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2025-Q3,9123.0,stock_possessions_units
Summary 3,52,Stock of possessions at end of quarter Units,2025-Q4,9319.0,stock_possessions_units
